 População Residente - Brasil
População residente por Município e Faixa Etária
Período:2012
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"420290 BRUSQUE";1500;5456;6797;7960;9474;22775;18265;16461;11349;5686;2873;1354;109950
"420300 CACADOR";1100;4256;5931;6899;6603;12394;11178;10065;6612;4015;2015;818;71886
"420310 CAIBI";68;268;410;529;558;929;820;947;834;424;275;137;6199
"420315 CALMON";68;249;376;462;337;493;450;433;269;151;66;21;3375
"420320 CAMBORIU";1068;4106;5621;6497;6347;12152;11163;8659;5587;2665;1193;462;65520
"420325 CAPAO ALTO";43;136;191;259;226;367;356;405;321;226;138;45;2713
"420330 CAMPO ALEGRE";172;660;935;1086;949;1864;1863;1523;1294;786;450;184;11766
"420340 CAMPO BELO DO SUL";116;409;580;729;653;1054;1060;1068;803;507;300;119;7398
"420350 CAMPO ERE";110;537;829;919;949;1396;1241;1154;916;673;363;135;9222
"420360 CAMPOS NOVOS";493;1890;2615;3071;3038;5603;4994;4642;3325;2094;1111;437;33313
"420370 CANELINHA";134;627;905;971;1049;1903;1653;1511;1021;616;306;149;10845
"420380 CANOINHAS";721;2923;4166;4829;4828;8718;8268;7461;5359;3231;1768;665;52937
"420390 CAPINZAL";275;1149;1587;1751;1828;3847;3491;3053;1942;1246;639;256;21064
"420395 CAPIVARI DE BAIXO";327;1206;1559;1803;1910;4013;3285;3320;2465;1337;674;246;22145
"420400 CATANDUVAS";135;548;790;922;924;1634;1518;1355;919;589;326;86;9746
"420410 CAXAMBU DO SUL";52;183;271;369;377;605;518;656;593;381;184;94;4283
"420415 CELSO RAMOS";31;132;195;237;259;413;379;400;331;227;120;36;2760
"420417 CERRO NEGRO";42;172;287;365;322;480;494;487;374;258;169;53;3503
"420419 CHAPADAO DO LAGEADO";36;171;259;286;266;406;388;440;280;146;75;40;2793
"420420 CHAPECO";2819;10239;13347;15942;17297;38369;31490;26668;17123;9430;4460;1868;189052
"420425 COCAL DO SUL";162;661;966;1207;1439;2852;2346;2512;1827;856;363;185;15376
"420430 CONCORDIA";951;3344;4407;5367;5397;12257;11029;10318;7917;4924;2524;1027;69462
"420435 CORDILHEIRA ALTA";39;168;233;279;373;708;571;550;475;290;119;64;3869
"420440 CORONEL FREITAS";107;449;656;795;920;1676;1368;1569;1225;808;410;182;10165
"420445 CORONEL MARTINS";24;102;180;254;260;307;360;398;259;196;103;26;2469
"420450 CORUPA";203;739;967;1137;1194;2567;2266;1965;1425;893;574;225;14155
"420455 CORREIA PINTO";215;786;1156;1463;1333;2335;2153;2003;1432;965;428;178;14447
"420460 CRICIUMA";2564;9763;13138;15567;17054;37862;29213;30008;22140;11020;5230;2055;195614
"420470 CUNHA PORA";98;457;685;792;895;1763;1375;1693;1297;903;515;198;10671
"420475 CUNHATAI";26;82;105;150;171;271;224;338;259;151;83;32;1892
"420480 CURITIBANOS";572;2228;3198;3748;3365;5951;5686;5118;3805;2492;1306;534;38003
"420490 DESCANSO";99;365;513;653;725;1344;1082;1278;1184;760;385;172;8560
"420500 DIONISIO CERQUEIRA";245;830;1180;1535;1358;2317;1970;1903;1657;1074;598;229;14896
"420510 DONA EMMA";56;211;289;343;338;588;556;536;386;279;156;46;3784
"420515 DOUTOR PEDRINHO";59;197;258;321;306;538;529;541;405;280;189;60;3683
"420517 ENTRE RIOS";36;181;325;389;305;487;394;370;256;146;87;67;3043
"420519 ERMO";31;109;141;175;195;333;289;274;240;151;77;34;2049
"420520 ERVAL VELHO";50;199;281;346;382;594;578;634;578;415;230;78;4365
"420530 FAXINAL DOS GUEDES";163;603;830;997;976;1872;1596;1414;1123;669;278;124;10645
"420535 FLOR DO SERTAO";15;74;114;132;164;192;212;228;204;152;74;24;1585
"420540 FLORIANOPOLIS";4918;18566;24652;29402;33496;87479;72743;62250;49859;28496;14321;6976;433158
"420543 FORMOSA DO SUL";27;111;179;237;263;362;336;410;278;206;132;42;2583
"420545 FORQUILHINHA";357;1318;1752;2093;2216;4602;3681;3350;2105;1043;509;157;23183
"420550 FRAIBURGO";545;2149;3035;3518;3346;5671;5354;4892;3269;1846;886;285;34796
"420555 FREI ROGERIO";26;111;195;263;237;308;323;386;265;163;85;37;2399
"420560 GALVAO";44;173;259;319;310;507;446;509;432;255;155;43;3452
"420570 GAROPABA";239;914;1301;1569;1531;3064;3239;2761;2070;1212;704;286;18890
"420580 GARUVA";289;964;1277;1613;1496;2665;2256;1935;1410;838;410;119;15272
"420590 GASPAR";823;3075;4096;4937;5595;11214;9646;8928;6253;3093;1482;586;59728
"420600 GOVERNADOR CELSO RAMOS";128;572;883;1063;1176;2174;2111;2081;1547;846;441;189;13211
"420610 GRAO PARA";97;302;387;531;568;1102;878;965;713;428;198;99;6268
"420620 GRAVATAL";150;509;678;885;962;1754;1522;1633;1239;791;426;209;10758
"420630 GUABIRUBA";241;930;1278;1543;1733;3744;3164;2941;2041;912;518;209;19254
"420640 GUARACIABA";110;418;616;807;907;1606;1358;1694;1380;832;469;220;10417
"420650 GUARAMIRIM";602;2156;2738;3213;3462;7517;6284;5085;3017;1520;747;299;36640
"420660 GUARUJA DO SUL";49;201;309;403;462;752;656;767;603;385;254;100;4941
"420665 GUATAMBU";70;236;341;466;468;741;620;648;557;332;139;58;4676
"420670 HERVAL D'OESTE";293;1081;1473;1775;1816;3851;3203;3141;2324;1389;788;286;21420
"420675 IBIAM";24;84;121;161;172;276;275;295;265;171;72;28;1944
"420680 IBICARE";27;147;237;254;242;453;436;497;464;334;199;51;3341
"420690 IBIRAMA";246;953;1278;1452;1464;3112;2648;2455;1861;1140;670;282;17561
"420700 ICARA";928;3236;4194;5175;5573;11101;8770;9206;6535;3435;1619;602;60374
"420710 ILHOTA";217;720;928;1167;1137;2285;1918;1803;1241;669;390;149;12624
"420720 IMARUI";118;471;785;1034;958;1327;1458;1688;1484;1155;661;272;11411
"420730 IMBITUBA";485;1922;2759;3312;3415;6543;5960;6054;4979;3144;1591;681;40845
"420740 IMBUIA";90;347;471;538;529;958;830;843;593;356;169;53;5777
"420750 INDAIAL";814;3124;4112;4667;4963;10845;9429;8369;5529;2991;1597;628;57068
"420757 IOMERE";20;109;175;192;211;390;376;459;347;253;163;73;2768
"420760 IPIRA";52;198;298;388;387;651;589;685;641;431;268;111;4699
"420765 IPORA DO OESTE";114;406;547;692;751;1283;1197;1307;1090;595;363;145;8490
"420768 IPUACU";122;506;760;864;713;1071;869;753;579;376;183;105;6901
"420770 IPUMIRIM";79;323;474;577;627;1164;1048;1110;876;582;299;109;7268
"420775 IRACEMINHA";37;189;314;364;339;552;553;668;519;373;214;80;4202
"420780 IRANI";138;536;764;909;891;1591;1457;1350;1004;602;303;111;9656
"420785 IRATI";21;86;146;194;203;309;266;313;243;178;77;31;2067
"420790 IRINEOPOLIS";180;637;877;1067;944;1758;1607;1417;920;646;368;135;10556
"420800 ITA";66;310;475;533;535;1004;905;924;789;483;239;112;6375
"420810 ITAIOPOLIS";328;1298;1769;1967;1854;3353;3106;2659;1930;1263;696;262;20485
"420820 ITAJAI";2764;10329;13535;15658;16471;36522;30960;26681;19100;9706;4980;2085;188791
"420830 ITAPEMA";700;2495;3440;4280;4167;8707;7922;6886;5378;3106;1297;429;48807
"420840 ITAPIRANGA";201;782;1078;1296;1441;2823;2351;2243;1703;965;547;193;15623
"420845 ITAPOA";221;810;1144;1388;1237;2215;2145;2133;2096;1468;636;165;15658
"420850 ITUPORANGA";292;1218;1720;1994;2223;3979;3307;3350;2197;1331;754;302;22667
"420860 JABORA";46;171;242;316;369;590;473;658;505;364;210;74;4018
"420870 JACINTO MACHADO";96;495;774;865;956;1697;1480;1586;1207;769;477;160;10562
"420880 JAGUARUNA";237;863;1176;1439;1459;2916;2428;2404;2312;1473;704;284;17695
"420890 JARAGUA DO SUL";2044;7793;9955;11147;12378;31121;26709;21548;13908;6847;3427;1476;148353
"420895 JARDINOPOLIS";15;65;119;170;169;241;205;321;194;130;78;25;1732
"420900 JOACABA";322;1275;1749;2054;2265;4847;4288;4209;3088;1866;1061;443;27467
"420910 JOINVILLE";7579;27444;36008;43112;45643;99353;88219;77922;54680;27342;13432;5604;526338
"420915 JOSE BOITEUX";70;298;437;488;453;743;626;598;438;332;187;71;4741
"420917 JUPIA";25;110;167;195;199;277;291;330;235;167;101;41;2138
"420920 LACERDOPOLIS";19;88;144;174;156;309;302;367;266;190;146;42;2203
"420930 LAGES";2214;8380;11639;13955;14057;27012;23156;21881;16318;10259;5364;2369;156604
"420940 LAGUNA";654;2467;3481;4294;4462;7874;7281;7639;6382;4496;2211;925;52166
"420945 LAJEADO GRANDE";15;58;84;115;138;214;191;230;202;127;73;31;1478
"420950 LAURENTINO";83;284;379;504;571;1025;903;1031;704;390;189;84;6147
"420960 LAURO MULLER";178;790;1070;1127;1293;2582;2055;2191;1516;970;539;172;14483
"420970 LEBON REGIS";209;819;1148;1311;1190;1770;1710;1464;1076;695;337;133;11862
"420980 LEOBERTO LEAL";33;176;257;260;302;523;492;493;370;215;139;49;3309
"420985 LINDOIA DO SUL";47;213;308;342;371;683;631;732;574;411;214;96;4622
"420990 LONTRAS";171;593;774;931;894;1852;1602;1432;1038;670;419;150;10526
"421000 LUIZ ALVES";143;629;855;903;1025;2144;1610;1443;1062;534;281;182;10811
"421003 LUZERNA";60;185;282;439;468;844;750;916;707;519;302;133;5605
"421005 MACIEIRA";19;88;146;181;172;280;256;244;211;132;60;26;1815
"421010 MAFRA";656;2857;4174;4673;4593;8813;8521;7507;5639;3277;1839;812;53361
"421020 MAJOR GERCINO";42;159;227;285;299;509;463;464;360;255;140;97;3300
"421030 MAJOR VIEIRA";125;429;589;747;712;1191;1105;1061;794;462;263;88;7566
"421040 MARACAJA";116;364;456;580;540;1251;936;869;761;373;205;84;6535
"421050 MARAVILHA";280;1077;1514;1846;1964;4041;3424;3383;2330;1570;886;327;22642
"421055 MAREMA";18;64;128;204;199;270;282;359;284;174;104;50;2136
"421060 MASSARANDUBA";149;702;1013;1122;1352;2560;2366;2207;1575;1034;602;311;14993
"421070 MATOS COSTA";52;195;261;299;277;394;368;377;267;187;83;24;2784
"421080 MELEIRO";85;317;439;560;668;1170;1001;1064;764;498;299;123;6988
"421085 MIRIM DOCE";29;117;193;248;221;320;344;373;257;218;120;37;2477
"421090 MODELO";39;190;297;343;366;629;562;650;432;298;194;63;4063
"421100 MONDAI";114;463;659;799;920;1931;1620;1537;1181;694;371;169;10458
"421105 MONTE CARLO";123;614;981;1070;947;1399;1450;1202;805;456;256;78;9381
"421110 MONTE CASTELO";107;486;768;887;778;1294;1252;1062;806;495;292;119;8346
"421120 MORRO DA FUMACA";268;923;1186;1469;1583;3055;2445;2419;1639;833;389;155;16364
"421125 MORRO GRANDE";43;137;174;242;292;505;385;469;317;185;92;45;2886
"421130 NAVEGANTES";1084;3878;5074;5967;5754;11624;10008;8529;6154;3499;1634;559;63764
"421140 NOVA ERECHIM";38;192;321;386;403;713;669;638;511;284;168;63;4386
"421145 NOVA ITABERABA";49;186;321;448;417;569;573;691;516;281;147;71;4269
"421150 NOVA TRENTO";137;531;773;984;1108;2278;1866;1955;1382;781;494;255;12544
"421160 NOVA VENEZA";156;640;926;1130;1301;2494;1944;2075;1401;834;455;225;13581
"421165 NOVO HORIZONTE";19;135;235;246;228;325;337;450;357;221;107;37;2697
"421170 ORLEANS";266;1054;1481;1774;1938;3825;3336;3276;2255;1336;760;298;21599
"421175 OTACILIO COSTA";271;1001;1347;1574;1505;2756;2688;2296;1613;970;500;170;16691
"421180 OURO";89;348;474;560;637;1176;1020;1154;874;551;315;150;7348
"421185 OURO VERDE";29;117;174;214;213;354;319;346;242;129;87;35;2259
"421187 PAIAL";17;77;121;150;175;220;219;247;256;127;70;41;1720
"421189 PAINEL";26;124;192;211;196;309;342;327;290;189;106;39;2351
"421190 PALHOCA";2178;7776;10389;12705;12986;26855;24629;20220;13744;6781;3120;1175;142558
"421200 PALMA SOLA";147;427;573;839;802;1211;1022;1049;789;496;244;100;7699
"421205 PALMEIRA";26;134;208;218;199;347;332;308;277;207;117;37;2410
"421210 PALMITOS";158;720;1051;1196;1408;2332;2273;2401;2090;1315;756;318;16018
"421220 PAPANDUVA";230;1049;1572;1772;1799;2935;2597;2488;1835;985;562;272;18096
"421223 PARAISO";47;166;277;397;374;490;473;607;541;327;211;62;3972
"421225 PASSO DE TORRES";92;418;583;607;630;1113;1003;1004;756;472;214;72;6964
"421227 PASSOS MAIA";64;257;403;503;446;635;588;552;483;272;118;53;4374
"421230 PAULO LOPES";82;352;515;598;639;1120;1000;942;690;479;269;122;6808
"421240 PEDRAS GRANDES";45;181;247;283;319;669;514;663;545;322;193;97;4078
"421250 PENHA";377;1424;1948;2269;2173;4303;4029;3574;2984;1957;911;319;26268
"421260 PERITIBA";32;115;159;210;245;392;341;513;411;268;186;80;2952
"421270 PETROLANDIA";80;286;401;526;576;901;781;961;723;465;296;94;6090
"421280 BALNEARIO PICARRAS";286;996;1369;1721;1607;2810;2759;2385;2054;1233;569;221;18010
"421290 PINHALZINHO";199;860;1195;1362;1660;3380;2463;2472;1602;959;582;199;16933
"421300 PINHEIRO PRETO";24;153;241;250;334;509;431;529;329;207;137;46;3190
"421310 PIRATUBA";47;217;309;331;358;777;624;642;610;393;230;94;4632
"421315 PLANALTO ALEGRE";31;107;164;234;256;403;317;433;383;197;112;48;2685
"421320 POMERODE";339;1336;1738;1943;2203;5229;4957;4293;3092;1926;1124;430;28610
"421330 PONTE ALTA";58;288;462;506;420;736;701;578;520;338;179;67;4853
"421335 PONTE ALTA DO NORTE";54;202;294;370;351;536;465;427;294;175;106;42;3316
"421340 PONTE SERRADA";183;671;927;1133;1132;1756;1576;1454;1109;697;319;145;11102
"421350 PORTO BELO";203;923;1328;1428;1437;2873;2699;2426;1819;1005;572;183;16896
"421360 PORTO UNIAO";464;1875;2635;2990;2918;5363;5019;4744;3561;2259;1340;572;33740
"421370 POUSO REDONDO";227;892;1187;1319;1355;2728;2255;1966;1528;1027;524;196;15204
"421380 PRAIA GRANDE";103;365;486;614;690;1101;1068;1000;857;576;296;109;7265
"421390 PRESIDENTE CASTELLO BRANCO";14;61;104;137;142;212;231;272;253;160;81;30;1697
"421400 PRESIDENTE GETULIO";193;779;1078;1236;1310;2668;2276;2239;1561;1082;585;266;15273
"421410 PRESIDENTE NEREU";25;108;165;197;212;355;289;343;269;160;119;39;2281
"421415 PRINCESA";30;137;203;237;290;453;389;386;301;207;113;34;2780
"421420 QUILOMBO";105;469;716;869;995;1694;1348;1481;1161;784;388;165;10175
"421430 RANCHO QUEIMADO";40;118;162;237;227;403;454;419;314;231;106;54;2765
"421440 RIO DAS ANTAS";95;328;456;580;535;948;837;845;699;471;257;95;6146
"421450 RIO DO CAMPO";88;344;466;530;529;980;889;912;646;470;214;75;6143
"421460 RIO DO OESTE";83;336;485;580;611;1103;1007;1052;817;593;314;164;7145
"421470 RIO DOS CEDROS";127;495;646;728;829;1738;1630;1472;1217;861;472;273;10488
"421480 RIO DO SUL";859;3129;4139;4926;5078;11880;10133;9000;6538;3916;2101;959;62658
"421490 RIO FORTUNA";54;184;233;308;404;798;582;737;558;345;187;76;4466
"421500 RIO NEGRINHO";566;2425;3538;3912;3522;6813;6426;5714;3732;2050;1101;370;40169
"421505 RIO RUFINO";37;134;195;251;233;355;343;365;256;166;67;38;2440
"421507 RIQUEZA";57;234;352;440;481;635;667;669;540;427;206;81;4789
"421510 RODEIO";129;461;608;763;869;1811;1640;1654;1411;951;478;229;11004
"421520 ROMELANDIA";63;236;397;536;432;670;639;866;794;501;268;92;5494
"421530 SALETE";100;370;542;696;705;1215;1031;1054;840;533;248;68;7402
"421535 SALTINHO";54;223;344;416;380;539;483;490;471;303;162;61;3926
"421540 SALTO VELOSO";62;199;283;404;426;750;629;640;439;309;162;58;4361
"421545 SANGAO";207;754;939;1053;1094;2071;1550;1383;927;438;223;105;10744
"421550 SANTA CECILIA";291;1036;1446;1770;1540;2693;2449;2025;1316;813;371;152;15902
"421555 SANTA HELENA";25;102;149;188;212;335;289;387;317;198;102;47;2351
"421560 SANTA ROSA DE LIMA";28;80;107;172;202;333;281;338;248;167;87;31;2074
"421565 SANTA ROSA DO SUL";103;422;617;725;740;1255;1108;1208;951;564;294;104;8091
"421567 SANTA TEREZINHA";104;443;717;914;950;1418;1284;1274;822;499;270;61;8756
"421568 SANTA TEREZINHA DO PROGRESSO";46;135;202;301;262;383;331;389;337;257;119;56;2818
"421569 SANTIAGO DO SUL";20;65;95;131;134;203;161;241;178;123;57;23;1431
"421570 SANTO AMARO DA IMPERATRIZ";283;921;1286;1780;1835;3592;3236;3170;2080;1207;628;314;20332
"421575 SAO BERNARDINO";29;138;229;285;289;323;348;371;322;226;91;25;2676
"421580 SAO BENTO DO SUL";1155;4267;5628;6513;6451;14158;13237;10869;7439;3855;1932;711;76215
"421590 SAO BONIFACIO";33;116;175;228;194;409;428;460;391;289;183;71;2977
"421600 SAO CARLOS";132;480;627;762;843;1801;1509;1555;1346;814;388;174;10431
"421605 SAO CRISTOVAO DO SUL";83;276;384;499;431;933;878;659;498;284;115;49;5089
"421610 SAO DOMINGOS";135;475;666;855;832;1455;1323;1376;1116;644;399;113;9389
"421620 SAO FRANCISCO DO SUL";632;2542;3497;3890;3770;6958;6534;6011;4961;3151;1530;588;44064
"421625 SAO JOAO DO OESTE";63;200;311;486;540;877;818;975;873;541;281;109;6074
"421630 SAO JOAO BATISTA";382;1539;2098;2416;2722;5727;4693;3930;2302;1263;648;262;27982
"421635 SAO JOAO DO ITAPERIU";40;190;291;325;323;565;515;449;368;221;144;46;3477
"421640 SAO JOAO DO SUL";80;335;510;631;688;1097;945;1091;764;531;251;112;7035
"421650 SAO JOAQUIM";384;1467;1858;2017;2114;4169;3637;3802;2756;1703;846;358;25111
"421660 SAO JOSE";2810;10242;13582;16405;17595;42555;37019;31023;23687;12291;5652;2417;215278
"421670 SAO JOSE DO CEDRO";179;620;904;1203;1163;2215;1870;2088;1611;1015;601;216;13685
"421680 SAO JOSE DO CERRITO";116;439;689;880;758;1163;1215;1332;1120;735;479;178;9104
